label,label_reason,result_r,signal_id,timestamp,symbol,direction,market_regime,session,entry_context,trade_location,setup_type,score,trend,trend_higher_timeframe,timeframe_alignment,rsi,body_ratio,volume_ratio,atr,distance_to_liquidity_atr,liquidity_sweep,break_of_structure,has_against_htf,has_low_volume,has_dirty_sideways_market,has_market_structure_range_penalty,has_timeframe_alignment_penalty,has_secondary_confluence_bonus,warnings_count,penalties_count,meta_decision_score,trade_quality_score,edge_confirmation_score
,missing_price_path,,sig_f6ae556cae4d,2026-05-21T06:56:14.321182+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_f3b18f3f2e5f,2026-05-21T06:56:14.326379+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_95f965f520fb,2026-05-21T06:56:14.327893+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_d9aee80d7ea1,2026-05-21T06:56:14.344157+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_bc30a6c8a6ea,2026-05-21T07:02:29.527807+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_a189e4453734,2026-05-21T07:02:29.532891+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_27d5f8fd4538,2026-05-21T07:02:29.534442+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_76f0856f11f6,2026-05-21T07:02:29.551015+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_849e35d9ee1e,2026-05-21T17:17:12.720855+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_5f430d0c39e4,2026-05-21T17:17:18.051065+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_c0f400f670be,2026-05-21T17:17:18.052528+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_c1a5a3da3e87,2026-05-21T17:17:18.070034+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_12d50df301da,2026-05-24T18:18:24.486248+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_7e378c10d840,2026-05-24T18:18:24.491780+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_5acf01651014,2026-05-24T18:18:24.493495+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_78badd0ef2af,2026-05-24T18:18:24.510590+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_f9640f33f3fc,2026-05-24T18:25:27.327984+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_4eccce2c8ce8,2026-05-24T18:26:27.147554+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_41fe9ba72676,2026-05-24T18:26:31.370600+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_0a5687d9667e,2026-05-24T18:26:31.372177+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_4d2cb6eaaef1,2026-05-24T18:26:31.389511+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_ff3438dfcfd9,2026-05-24T18:48:40.081609+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_54a9f292265d,2026-05-24T18:49:01.212111+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_66c83c240c69,2026-05-24T18:49:05.123112+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_cc0ce63049d8,2026-05-24T18:49:05.124856+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_d0b4cbf46eb3,2026-05-24T18:49:05.142994+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_09dd5d458262,2026-05-24T19:00:19.114745+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_98aa18a6913d,2026-05-24T19:00:19.117941+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_559a583e8f68,2026-05-24T19:00:19.119509+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_7957a491eb3c,2026-05-24T19:00:19.136556+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_6b186c36df20,2026-05-24T19:04:02.360779+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_2a5bd45d5a3b,2026-05-24T19:04:02.366532+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_1d38f6edac84,2026-05-24T19:04:02.368149+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_5df14a2d884c,2026-05-24T19:04:02.385576+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_c805dcdfd353,2026-05-24T19:11:54.951423+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_2f46b31d1df0,2026-05-24T19:11:54.957285+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_213f87213cbd,2026-05-24T19:11:54.959163+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_22d08193b644,2026-05-24T19:11:54.978530+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_37696a7ca71d,2026-05-24T19:12:06.112514+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_2814b5a28df0,2026-05-24T19:12:06.116357+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_a0b2eb0a6a8d,2026-05-24T19:12:06.118259+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_ac22f19ec4d7,2026-05-24T19:12:06.137606+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_f7d5d4bbd399,2026-05-24T19:16:24.996678+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_77eeb6c33cd7,2026-05-24T19:16:25.002482+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_a61daca583b4,2026-05-24T19:16:25.004343+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_8c2504c257de,2026-05-24T19:16:25.023700+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_14df0691ce4e,2026-05-24T19:17:14.751194+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_afb9d1db62f7,2026-05-24T19:17:14.754792+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_ce7f30a6f1df,2026-05-24T19:17:14.756760+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_f85107da8bb1,2026-05-24T19:17:14.775777+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_7a1af806d919,2026-05-24T20:51:23.516664+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_c2dc46ca7b84,2026-05-24T20:51:23.520658+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_d2571e753151,2026-05-24T20:51:23.522668+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_200800562b25,2026-05-24T20:51:23.541570+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_price_path,,sig_702ee17e6f28,2026-05-24T20:56:52.942135+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
,missing_required_data,,sig_051dea56173d,2026-05-24T20:56:52.945559+00:00,BTCUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_required_data,,sig_cd740e0a9b40,2026-05-24T20:56:52.947605+00:00,ETHUSDT,short,LOW_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,90.0,bearish,bearish,true,59.8234,,1.007603,,,bearish_sweep,,False,False,False,False,False,False,1,0,,,
,missing_price_path,,sig_576846f8a0ae,2026-05-24T20:56:52.966555+00:00,BTCUSDT,long,HIGH_VOLATILITY,,PULLBACK,,MAIN_SIGNAL,100.0,bullish,bullish,true,40.1766,,1.007603,,,bullish_sweep,,False,False,False,False,False,False,0,0,,,
